Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,name,platform,meta_score,user_score
1128,Call of Duty: Black Ops,PC,,Shooter,Activision,0.58,0.81,0.0,0.24,1.63,Call of Duty: Black Ops,PC,81.0,5.8
1141,Pokemon Battle Revolution,Wii,2006.0,Role-Playing,Nintendo,0.8,0.38,0.3,0.13,1.61,Pokemon Battle Revolution,Wii,53.0,6.6
1150,Dance Dance Revolution: Hottest Party 2,Wii,2008.0,Simulation,Konami Digital Entertainment,0.95,0.48,0.01,0.15,1.6,Dance Dance Revolution: Hottest Party 2,Wii,69.0,6.8
1157,Dragon Quest V: Hand of the Heavenly Bride,DS,2008.0,Role-Playing,Square Enix,0.19,0.02,1.36,0.02,1.6,Dragon Quest V: Hand of the Heavenly Bride,DS,84.0,8.6
1161,Diablo,PC,1996.0,Role-Playing,Activision,0.01,1.58,0.0,0.0,1.59,Diablo,PC,94.0,8.6
1172,Guitar Hero: On Tour Decades,DS,2008.0,Misc,Activision,0.85,0.58,0.0,0.16,1.58,Guitar Hero: On Tour Decades,DS,72.0,6.8
1173,MySims Kingdom,DS,2008.0,Simulation,Electronic Arts,0.81,0.6,0.01,0.17,1.58,MySims Kingdom,DS,58.0,6.5
1176,Guitar Hero 5,Wii,2009.0,Misc,Activision,0.94,0.49,0.0,0.15,1.58,Guitar Hero 5,Wii,89.0,6.9
1178,Kingdom Hearts 3D: Dream Drop Distance,3DS,2012.0,Action,Square Enix,0.88,0.26,0.34,0.09,1.58,Kingdom Hearts 3D: Dream Drop Distance,3DS,75.0,8.2
1180,Pokemon Mystery Dungeon: Explorers of Sky,DS,2009.0,Role-Playing,Nintendo,0.58,0.44,0.44,0.12,1.58,Pokemon Mystery Dungeon: Explorers of Sky,DS,54.0,9.0
1208,LEGO Battles: Ninjago,DS,2011.0,Strategy,Warner Bros. Interactive Entertainment,1.07,0.36,0.0,0.12,1.55,LEGO Battles: Ninjago,DS,59.0,8.4
1211,Resident Evil: The Umbrella Chronicles,Wii,2007.0,Action,Capcom,0.68,0.43,0.29,0.14,1.54,Resident Evil: The Umbrella Chronicles,Wii,75.0,7.6
1214,Warcraft III: The Frozen Throne,PC,2003.0,Strategy,Activision,0.58,0.87,0.0,0.09,1.54,Warcraft III: The Frozen Throne,PC,88.0,9.2
1219,Call of Duty: Black Ops II,PC,2012.0,Shooter,Activision,0.63,0.69,0.0,0.21,1.53,Call of Duty: Black Ops II,PC,74.0,4.8
1221,MySims Kingdom,Wii,2008.0,Simulation,Electronic Arts,0.71,0.65,0.01,0.17,1.53,MySims Kingdom,Wii,76.0,8.2
1222,The Simpsons Game,DS,2007.0,Action,Electronic Arts,0.57,0.79,0.0,0.17,1.53,The Simpsons Game,DS,69.0,7.3
1231,Sonic Rivals 2,PSP,2007.0,Racing,Sega,0.44,0.69,0.0,0.39,1.52,Sonic Rivals 2,PSP,60.0,7.9
1244,Sonic & Sega All-Stars Racing,Wii,2010.0,Racing,Sega,0.65,0.71,0.0,0.15,1.51,Sonic & Sega All-Stars Racing,Wii,78.0,8.3
1246,Football Manager 2012,PC,2011.0,Sports,Sega,0.02,1.16,0.0,0.34,1.51,Football Manager 2012,PC,84.0,8.0
1259,Super Scribblenauts,DS,2010.0,Puzzle,Warner Bros. Interactive Entertainment,1.08,0.31,0.0,0.11,1.5,Super Scribblenauts,DS,81.0,8.3
1277,New Play Control! Mario Power Tennis,Wii,2009.0,Sports,Nintendo,0.37,0.69,0.28,0.14,1.48,New Play Control! Mario Power Tennis,Wii,65.0,7.6
1294,Chrono Trigger,DS,2008.0,Role-Playing,Square Enix,0.69,0.2,0.49,0.09,1.47,Chrono Trigger,DS,92.0,9.1
1296,The House of the Dead 2 & 3 Return,Wii,2008.0,Shooter,Sega,0.78,0.5,0.03,0.15,1.47,The House of the Dead 2 & 3 Return,Wii,66.0,7.6
1322,Anno 2070,PC,2011.0,Strategy,Ubisoft,0.0,1.13,0.0,0.32,1.45,Anno 2070,PC,83.0,7.1
1324,Smarty Pants,Wii,2007.0,Misc,Electronic Arts,0.53,0.76,0.0,0.16,1.45,Smarty Pants,Wii,65.0,7.5
1330,Hasbro Family Game Night,Wii,2008.0,Puzzle,Electronic Arts,0.97,0.34,0.0,0.13,1.45,Hasbro Family Game Night,Wii,63.0,6.4
1331,Dragon Quest Monsters: Joker 2,DS,2010.0,Role-Playing,Square Enix,0.11,0.08,1.24,0.02,1.45,Dragon Quest Monsters: Joker 2,DS,77.0,7.7
1333,My Word Coach,DS,2007.0,Misc,Ubisoft,0.37,0.9,0.0,0.18,1.45,My Word Coach,DS,71.0,6.8
1336,Sonic Rivals,PSP,2006.0,Racing,Sega,0.73,0.42,0.0,0.28,1.44,Sonic Rivals,PSP,64.0,7.7
1342,Rayman Raving Rabbids,Wii,2006.0,Misc,Ubisoft,1.23,0.07,0.02,0.11,1.44,Rayman Raving Rabbids,Wii,76.0,7.7
1349,LEGO Indiana Jones 2: The Adventure Continues,Wii,2009.0,Action,Activision,0.91,0.39,0.0,0.13,1.43,LEGO Indiana Jones 2: The Adventure Continues,Wii,72.0,6.5
1351,Tiger Woods PGA Tour 09 All-Play,Wii,2008.0,Sports,Electronic Arts,0.81,0.48,0.0,0.14,1.43,Tiger Woods PGA Tour 09 All-Play,Wii,81.0,8.2
1368,LEGO Star Wars II: The Original Trilogy,PSP,2006.0,Action,LucasArts,0.58,0.51,0.0,0.32,1.41,LEGO Star Wars II: The Original Trilogy,PSP,83.0,8.2
1375,Ridge Racer,PSP,2004.0,Racing,Sony Computer Entertainment,0.36,0.45,0.32,0.28,1.41,Ridge Racer,PSP,88.0,8.2
1376,Metroid: Other M,Wii,2010.0,Action,Nintendo,0.87,0.31,0.13,0.1,1.41,Metroid: Other M,Wii,79.0,6.7
1381,Call of Duty: Black Ops,Wii,2010.0,Shooter,Activision,0.82,0.47,0.0,0.12,1.4,Call of Duty: Black Ops,Wii,80.0,6.1
1388,Battlefield 4,PC,2013.0,Shooter,Electronic Arts,0.38,0.86,0.0,0.16,1.4,Battlefield 4,PC,81.0,6.2
1392,Final Fantasy XII: Revenant Wings,DS,2007.0,Role-Playing,Square Enix,0.34,0.42,0.54,0.1,1.39,Final Fantasy XII: Revenant Wings,DS,81.0,8.9
1402,The Sims 2,PSP,2005.0,Simulation,Electronic Arts,0.49,0.56,0.0,0.33,1.38,The Sims 2,PSP,65.0,7.3
1409,Hasbro Family Game Night 2,Wii,2009.0,Misc,Electronic Arts,0.71,0.53,0.0,0.13,1.38,Hasbro Family Game Night 2,Wii,63.0,6.4
1411,Gardening Mama,DS,2009.0,Puzzle,505 Games,0.8,0.43,0.01,0.13,1.38,Gardening Mama,DS,60.0,7.4
1420,Sonic Colors,DS,2010.0,Platform,Sega,0.74,0.5,0.01,0.13,1.37,Sonic Colors,DS,79.0,8.1
1432,Yoshi's New Island,3DS,2014.0,Platform,Nintendo,0.47,0.51,0.28,0.09,1.36,Yoshi's New Island,3DS,64.0,6.1
1435,LEGO Harry Potter: Years 5-7,Wii,,Action,Warner Bros. Interactive Entertainment,0.76,0.47,0.0,0.13,1.36,LEGO Harry Potter: Years 5-7,Wii,76.0,7.5
1440,FIFA Soccer 09,PSP,2008.0,Sports,Electronic Arts,0.23,0.73,0.02,0.37,1.35,FIFA Soccer 09,PSP,84.0,7.3
1441,Namco Museum DS,DS,2007.0,Misc,Atari,1.18,0.01,0.06,0.09,1.35,Namco Museum DS,DS,67.0,6.0
1442,FIFA Soccer 08,PSP,2007.0,Sports,Electronic Arts,0.2,0.76,0.0,0.39,1.35,FIFA Soccer 08,PSP,79.0,7.5
1443,Grand Theft Auto: Chinatown Wars,DS,2009.0,Action,Take-Two Interactive,0.59,0.57,0.05,0.14,1.35,Grand Theft Auto: Chinatown Wars,DS,93.0,8.3
1451,Monster Hunter Freedom,PSP,2005.0,Role-Playing,Capcom,0.24,0.04,1.03,0.04,1.35,Monster Hunter Freedom,PSP,71.0,8.4
1458,Mario & Luigi: Partners in Time,DS,2005.0,Role-Playing,Nintendo,0.77,0.07,0.43,0.08,1.34,Mario & Luigi: Partners in Time,DS,86.0,8.5
1465,Command & Conquer: Red Alert 2,PC,2000.0,Strategy,Electronic Arts,1.32,0.02,0.0,0.0,1.34,Command & Conquer: Red Alert 2,PC,84.0,8.9
1483,Pokemon Ranger: Guardian Signs,DS,2010.0,Role-Playing,Nintendo,0.51,0.17,0.58,0.06,1.33,Pokemon Ranger: Guardian Signs,DS,68.0,8.1
1485,Need for Speed Underground Rivals,PSP,2005.0,Racing,Electronic Arts,0.69,0.38,0.02,0.24,1.32,Need for Speed Underground Rivals,PSP,74.0,8.3
1488,World of Warcraft: Wrath of the Lich King,PC,2008.0,Role-Playing,Activision,0.01,0.13,0.0,1.18,1.32,World of Warcraft: Wrath of the Lich King,PC,91.0,7.7
1509,LEGO Battles,DS,2009.0,Strategy,Warner Bros. Interactive Entertainment,0.81,0.38,0.0,0.12,1.31,LEGO Battles,DS,65.0,8.6
1521,EA Playground,Wii,2007.0,Sports,Electronic Arts,0.69,0.48,0.0,0.13,1.3,EA Playground,Wii,66.0,7.4
1524,EA Sports Active 2,Wii,2010.0,Sports,Electronic Arts,0.78,0.4,0.0,0.11,1.3,EA Sports Active 2,Wii,79.0,8.1
1527,Need for Speed Carbon,Wii,2006.0,Racing,Electronic Arts,0.46,0.66,0.02,0.15,1.29,Need for Speed Carbon,Wii,67.0,7.6
1536,Guitar Hero: Aerosmith,Wii,2008.0,Misc,Activision,1.04,0.14,0.0,0.1,1.29,Guitar Hero: Aerosmith,Wii,73.0,6.8
1537,Mystery Case Files: MillionHeir,DS,2008.0,Adventure,Nintendo,0.76,0.4,0.0,0.12,1.29,Mystery Case Files: MillionHeir,DS,65.0,
1550,Kid Icarus: Uprising,3DS,2012.0,Action,Nintendo,0.48,0.35,0.36,0.07,1.28,Kid Icarus: Uprising,3DS,83.0,8.7
1554,The Sims 2: Nightlife,PC,2005.0,Simulation,Electronic Arts,1.22,0.05,0.0,0.0,1.27,The Sims 2: Nightlife,PC,76.0,6.8
1557,Pokemon Mystery Dungeon: Gates to Infinity,3DS,2012.0,Role-Playing,Nintendo,0.44,0.3,0.47,0.06,1.27,Pokemon Mystery Dungeon: Gates to Infinity,3DS,59.0,6.3
1566,Rockstar Games presents Table Tennis,Wii,2007.0,Sports,Take-Two Interactive,0.39,0.73,0.0,0.15,1.27,Rockstar Games presents Table Tennis,Wii,68.0,5.6
1572,Tamagotchi Connection: Corner Shop,DS,2005.0,Simulation,Atari,0.1,0.02,1.12,0.01,1.26,Tamagotchi Connection: Corner Shop,DS,59.0,7.7
1573,Football Manager 2011,PC,2010.0,Sports,Sega,0.0,1.01,0.0,0.25,1.26,Football Manager 2011,PC,85.0,8.3
1575,Final Fantasy IV,DS,2007.0,Simulation,Square Enix,0.54,0.05,0.62,0.05,1.26,Final Fantasy IV,DS,85.0,8.4
1583,Winter Sports: The Ultimate Challenge,Wii,2007.0,Sports,RTL,0.45,0.68,0.0,0.12,1.26,Winter Sports: The Ultimate Challenge,Wii,52.0,6.8
1595,RollerCoaster Tycoon 2,PC,2002.0,Strategy,Atari,1.19,0.05,0.0,0.0,1.25,RollerCoaster Tycoon 2,PC,74.0,8.7
1603,Diddy Kong Racing DS,DS,2007.0,Racing,Nintendo,1.1,0.04,0.0,0.1,1.24,Diddy Kong Racing DS,DS,63.0,7.2
1605,Assassin's Creed: Bloodlines,PSP,2009.0,Action,Ubisoft,0.43,0.48,0.05,0.28,1.24,Assassin's Creed: Bloodlines,PSP,63.0,7.0
1629,Star Wars: Battlefront II,PSP,2005.0,Shooter,LucasArts,1.05,0.06,0.01,0.11,1.23,Star Wars: Battlefront II,PSP,69.0,8.5
1631,Boom Blox,Wii,2008.0,Puzzle,Electronic Arts,0.72,0.38,0.0,0.12,1.23,Boom Blox,Wii,85.0,7.9
1632,Fallout 4,PC,2015.0,Role-Playing,Bethesda Softworks,0.5,0.63,0.0,0.1,1.23,Fallout 4,PC,84.0,5.6
1633,The Sims 2: Castaway,Wii,2007.0,Simulation,Electronic Arts,0.45,0.64,0.0,0.14,1.23,The Sims 2: Castaway,Wii,73.0,7.8
1652,Super Street Fighter IV: 3D Edition,3DS,2011.0,Fighting,Capcom,0.55,0.44,0.14,0.09,1.22,Super Street Fighter IV: 3D Edition,3DS,85.0,8.0
1683,Mario vs. Donkey Kong 2: March of the Minis,DS,2006.0,Puzzle,Nintendo,0.74,0.03,0.36,0.07,1.2,Mario vs. Donkey Kong 2: March of the Minis,DS,76.0,7.8
1687,Metal Gear Solid: Portable Ops,PSP,2006.0,Action,Konami Digital Entertainment,0.38,0.35,0.38,0.09,1.19,Metal Gear Solid: Portable Ops,PSP,87.0,8.0
1692,Pro Evolution Soccer 2008,Wii,2008.0,Sports,Konami Digital Entertainment,0.09,0.84,0.11,0.15,1.19,Pro Evolution Soccer 2008,Wii,83.0,8.0
1694,Mario & Sonic at the London 2012 Olympic Games,3DS,2012.0,Sports,Sega,0.18,0.64,0.27,0.1,1.19,Mario & Sonic at the London 2012 Olympic Games,3DS,66.0,6.4
1704,Pokemon Super Mystery Dungeon,3DS,2015.0,Role-Playing,Nintendo,0.46,0.31,0.33,0.08,1.19,Pokemon Super Mystery Dungeon,3DS,69.0,8.2
1709,LEGO Indiana Jones: The Original Adventures,PSP,2008.0,Action,LucasArts,0.4,0.49,0.0,0.29,1.18,LEGO Indiana Jones: The Original Adventures,PSP,76.0,8.3
1716,Plants vs. Zombies,DS,2011.0,Strategy,Mastertronic,0.95,0.15,0.0,0.08,1.18,Plants vs. Zombies,DS,81.0,8.4
1719,Spore,PC,2008.0,Strategy,Electronic Arts,0.03,1.06,0.0,0.09,1.17,Spore,PC,84.0,5.8
1725,Wario Land: Shake It!,Wii,2008.0,Platform,Nintendo,0.6,0.31,0.15,0.11,1.17,Wario Land: Shake It!,Wii,78.0,8.5
1726,Sonic Rush Adventure,DS,2007.0,Platform,Sega,0.54,0.49,0.01,0.12,1.17,Sonic Rush Adventure,DS,78.0,8.1
1736,Football Manager 2013,PC,2012.0,Sports,Sega,0.0,0.95,0.0,0.22,1.17,Football Manager 2013,PC,86.0,6.9
1743,Fallout: New Vegas,PC,2010.0,Role-Playing,Bethesda Softworks,0.58,0.45,0.0,0.14,1.16,Fallout: New Vegas,PC,84.0,8.9
1745,Final Fantasy Tactics: The War of the Lions,PSP,2007.0,Role-Playing,Square Enix,0.45,0.25,0.3,0.16,1.16,Final Fantasy Tactics: The War of the Lions,PSP,88.0,9.0
1750,LEGO Star Wars III: The Clone Wars,DS,2011.0,Action,LucasArts,0.66,0.39,0.0,0.11,1.16,LEGO Star Wars III: The Clone Wars,DS,66.0,6.8
1757,Medal of Honor Heroes 2,PSP,2007.0,Shooter,Electronic Arts,0.5,0.39,0.02,0.25,1.16,Medal of Honor Heroes 2,PSP,69.0,7.3
1761,FIFA Soccer 10,PSP,2009.0,Sports,Electronic Arts,0.15,0.68,0.01,0.32,1.16,FIFA Soccer 10,PSP,83.0,7.6
1763,Worldwide Soccer Manager 2009,PC,2008.0,Simulation,Sega,0.0,1.14,0.0,0.01,1.15,Worldwide Soccer Manager 2009,PC,83.0,7.4
1770,Sonic and the Black Knight,Wii,2009.0,Platform,Sega,0.69,0.35,0.01,0.11,1.15,Sonic and the Black Knight,Wii,54.0,7.1
1771,Call of Duty 4: Modern Warfare,PC,2007.0,Shooter,Activision,0.0,1.12,0.0,0.03,1.15,Call of Duty 4: Modern Warfare,PC,92.0,8.5
1783,Pokemon Rumble Blast,3DS,2011.0,Action,Nintendo,0.47,0.26,0.35,0.07,1.14,Pokemon Rumble Blast,3DS,56.0,6.8
1791,Rabbids Go Home,Wii,2009.0,Platform,Ubisoft,0.26,0.75,0.0,0.14,1.14,Rabbids Go Home,Wii,78.0,8.2
1805,LEGO Star Wars III: The Clone Wars,3DS,2011.0,Action,LucasArts,0.61,0.43,0.0,0.09,1.13,LEGO Star Wars III: The Clone Wars,3DS,67.0,6.5
1808,Fantasy Life,3DS,2012.0,Role-Playing,Nintendo,0.33,0.37,0.37,0.06,1.13,Fantasy Life,3DS,73.0,8.4
1827,SOCOM: U.S. Navy SEALs Fireteam Bravo,PSP,2005.0,Shooter,Sony Computer Entertainment,1.03,0.0,0.01,0.08,1.12,SOCOM: U.S. Navy SEALs Fireteam Bravo,PSP,82.0,8.1
1831,Worldwide Soccer Manager 2008,PC,2007.0,Sports,Russel,0.0,1.12,0.0,0.0,1.12,Worldwide Soccer Manager 2008,PC,86.0,7.3
1852,The Legend of Zelda: Tri Force Heroes,3DS,2015.0,Action,Nintendo,0.52,0.33,0.17,0.08,1.1,The Legend of Zelda: Tri Force Heroes,3DS,73.0,7.3
1869,Untold Legends: Brotherhood of the Blade,PSP,2005.0,Role-Playing,Activision,0.54,0.33,0.01,0.22,1.1,Untold Legends: Brotherhood of the Blade,PSP,68.0,7.9
1872,Star Wars: The Force Unleashed,PSP,2008.0,Action,LucasArts,0.43,0.41,0.0,0.25,1.09,Star Wars: The Force Unleashed,PSP,70.0,8.1
1874,The Simpsons Game,PSP,2007.0,Action,Electronic Arts,0.24,0.55,0.0,0.31,1.09,The Simpsons Game,PSP,59.0,7.1
1881,Namco Museum Battle Collection,PSP,2005.0,Misc,Sony Computer Entertainment,0.75,0.18,0.0,0.16,1.09,Namco Museum Battle Collection,PSP,73.0,7.8
1884,Empire: Total War,PC,2009.0,Strategy,Sega,0.01,0.97,0.0,0.11,1.09,Empire: Total War,PC,90.0,7.0
1886,Tiger Woods PGA Tour 10,Wii,2009.0,Sports,Electronic Arts,0.61,0.37,0.0,0.11,1.09,Tiger Woods PGA Tour 10,Wii,88.0,7.6
1890,Sonic & Sega All-Stars Racing,DS,2010.0,Racing,Sega,0.44,0.54,0.0,0.11,1.09,Sonic & Sega All-Stars Racing,DS,78.0,8.0
1892,Endless Ocean,Wii,2007.0,Adventure,Nintendo,0.44,0.47,0.09,0.09,1.09,Endless Ocean,Wii,72.0,8.2
1898,Grand Theft Auto V,PC,2015.0,Action,Take-Two Interactive,0.36,0.64,0.0,0.08,1.08,Grand Theft Auto V,PC,96.0,7.8
1902,Resident Evil: The Darkside Chronicles,Wii,2009.0,Action,Capcom,0.48,0.32,0.2,0.09,1.08,Resident Evil: The Darkside Chronicles,Wii,75.0,7.8
1904,Grand Theft Auto: Chinatown Wars,PSP,2009.0,Action,Take-Two Interactive,0.28,0.5,0.03,0.28,1.08,Grand Theft Auto: Chinatown Wars,PSP,90.0,7.4
1905,FIFA Soccer 11,Wii,2010.0,Sports,Electronic Arts,0.26,0.69,0.0,0.12,1.08,FIFA Soccer 11,Wii,73.0,6.4
1912,Spore Creatures,DS,2008.0,Simulation,Electronic Arts,0.67,0.3,0.0,0.11,1.08,Spore Creatures,DS,65.0,6.8
1929,Super Princess Peach,DS,2005.0,Platform,Nintendo,0.72,0.06,0.21,0.07,1.07,Super Princess Peach,DS,75.0,7.8
1934,World Tour Soccer,PSP,2005.0,Sports,Sony Computer Entertainment,0.1,0.63,0.0,0.34,1.07,World Tour Soccer,PSP,70.0,6.5
1935,Disney Universe,Wii,2011.0,Action,Disney Interactive Studios,0.67,0.3,0.0,0.1,1.07,Disney Universe,Wii,61.0,6.6
1946,Call of Duty 4: Modern Warfare,DS,2007.0,Shooter,Activision,0.96,0.02,0.01,0.08,1.06,Call of Duty 4: Modern Warfare,DS,75.0,6.1
1948,Sega Superstars Tennis,Wii,2008.0,Sports,Sega,0.28,0.65,0.0,0.13,1.06,Sega Superstars Tennis,Wii,71.0,7.1
1959,Diablo II: Lord of Destruction,PC,2001.0,Role-Playing,Vivendi Games,1.03,0.02,0.0,0.0,1.06,Diablo II: Lord of Destruction,PC,87.0,9.0
1965,Apollo Justice: Ace Attorney,DS,2007.0,Adventure,Capcom,0.32,0.06,0.64,0.04,1.06,Apollo Justice: Ace Attorney,DS,78.0,8.0
1968,SOCOM: U.S. Navy SEALs Fireteam Bravo 2,PSP,2006.0,Shooter,Sony Computer Entertainment,0.81,0.11,0.0,0.13,1.05,SOCOM: U.S. Navy SEALs Fireteam Bravo 2,PSP,81.0,7.9
1986,MySims Agents,Wii,2009.0,Adventure,Electronic Arts,0.62,0.32,0.0,0.1,1.05,MySims Agents,Wii,78.0,8.5
1988,Pokemon Conquest,DS,2012.0,Role-Playing,Nintendo,0.58,0.06,0.37,0.04,1.05,Pokemon Conquest,DS,80.0,8.1
1990,Guinness World Records: The Videogame,Wii,2008.0,Action,Warner Bros. Interactive Entertainment,0.46,0.47,0.0,0.11,1.04,Guinness World Records: The Videogame,Wii,67.0,7.0
1993,Dragon Ball Z: Budokai Tenkaichi 3,Wii,2007.0,Fighting,Atari,0.33,0.37,0.26,0.09,1.04,Dragon Ball Z: Budokai Tenkaichi 3,Wii,72.0,8.4
2012,MotorStorm: Arctic Edge,PSP,2009.0,Racing,Sony Computer Entertainment,0.16,0.58,0.0,0.3,1.04,MotorStorm: Arctic Edge,PSP,79.0,7.9
2017,Tiger Woods PGA Tour 08,Wii,2007.0,Sports,Electronic Arts,0.94,0.02,0.0,0.08,1.03,Tiger Woods PGA Tour 08,Wii,72.0,7.0
2023,The Simpsons Game,Wii,2007.0,Action,Electronic Arts,0.45,0.47,0.0,0.11,1.03,The Simpsons Game,Wii,64.0,6.0
2024,Tomb Raider,PC,1996.0,Action,Eidos Interactive,0.96,0.07,0.0,0.0,1.03,Tomb Raider,PC,86.0,8.4
2025,Rock Band 2,Wii,2008.0,Misc,MTV Games,0.94,0.01,0.0,0.08,1.03,Rock Band 2,Wii,92.0,7.1
2028,FIFA Soccer 08,Wii,2007.0,Sports,Electronic Arts,0.32,0.59,0.01,0.11,1.02,FIFA Soccer 08,Wii,65.0,6.0
2029,Naruto: Clash of Ninja Revolution,Wii,2007.0,Fighting,Tomy Corporation,0.45,0.46,0.0,0.11,1.02,Naruto: Clash of Ninja Revolution,Wii,74.0,7.9
2045,God of War: Ghost of Sparta,PSP,2010.0,Action,Sony Computer Entertainment,0.41,0.36,0.03,0.21,1.01,God of War: Ghost of Sparta,PSP,86.0,8.8
2046,Sonic Generations,3DS,2011.0,Platform,Sega,0.44,0.46,0.01,0.09,1.01,Sonic Generations,3DS,66.0,6.8
2050,Guitar Hero: Warriors of Rock,Wii,2010.0,Misc,Activision,0.48,0.44,0.0,0.09,1.01,Guitar Hero: Warriors of Rock,Wii,77.0,7.1
2075,Zoo Tycoon DS,DS,2005.0,Strategy,THQ,0.86,0.04,0.01,0.08,1.0,Zoo Tycoon DS,DS,44.0,6.6
2084,Phoenix Wright: Ace Attorney,DS,2005.0,Adventure,Capcom,0.49,0.07,0.39,0.05,0.99,Phoenix Wright: Ace Attorney,DS,81.0,9.0
2090,Ace Combat X: Skies of Deception,PSP,2006.0,Simulation,Namco Bandai Games,0.37,0.31,0.12,0.19,0.99,Ace Combat X: Skies of Deception,PSP,75.0,8.3
2093,Band Hero,Wii,2009.0,Misc,Activision,0.6,0.3,0.0,0.09,0.99,Band Hero,Wii,79.0,6.5
2098,Midnight Club: LA Remix,PSP,2008.0,Racing,Take-Two Interactive,0.52,0.28,0.0,0.19,0.99,Midnight Club: LA Remix,PSP,79.0,8.3
2102,FIFA Soccer 10,Wii,2009.0,Sports,Electronic Arts,0.23,0.65,0.0,0.11,0.99,FIFA Soccer 10,Wii,75.0,5.9
2104,Farming Simulator 2013,PC,2012.0,Simulation,Focus Home Interactive,0.0,0.8,0.0,0.18,0.99,Farming Simulator 2013,PC,65.0,7.4
2105,Fallout 3,PC,2008.0,Role-Playing,Bethesda Softworks,0.02,0.88,0.0,0.08,0.99,Fallout 3,PC,91.0,7.9
2107,Pro Evolution Soccer 2008,PSP,2008.0,Sports,Konami Digital Entertainment,0.02,0.53,0.19,0.25,0.98,Pro Evolution Soccer 2008,PSP,80.0,6.6
2108,Far Cry 3,PC,2012.0,Shooter,Ubisoft,0.21,0.62,0.0,0.14,0.98,Far Cry 3,PC,88.0,8.4
2109,Xenoblade Chronicles,Wii,2010.0,Role-Playing,Nintendo,0.49,0.26,0.16,0.08,0.98,Xenoblade Chronicles,Wii,92.0,9.1
2117,Kingdom Hearts Re:coded,DS,2010.0,Role-Playing,Square Enix,0.56,0.1,0.27,0.05,0.98,Kingdom Hearts Re:coded,DS,66.0,8.2
2122,Grand Theft Auto: San Andreas,PC,2005.0,Action,Take-Two Interactive,0.0,0.92,0.0,0.05,0.98,Grand Theft Auto: San Andreas,PC,93.0,8.9
2128,Tamagotchi Connection: Corner Shop 2,DS,2006.0,Simulation,Namco Bandai Games,0.09,0.02,0.86,0.01,0.98,Tamagotchi Connection: Corner Shop 2,DS,66.0,5.0
2131,de Blob,Wii,2008.0,Platform,THQ,0.5,0.37,0.0,0.1,0.97,de Blob,Wii,82.0,8.2
2133,Mass Effect 3,PC,2012.0,Role-Playing,Electronic Arts,0.4,0.44,0.0,0.13,0.97,Mass Effect 3,PC,89.0,6.0
2150,The Sims 2,DS,2005.0,Simulation,Electronic Arts,0.82,0.07,0.0,0.07,0.96,The Sims 2,DS,70.0,6.1
2158,Gangs of London,PSP,2006.0,Adventure,Sony Computer Entertainment,0.3,0.44,0.0,0.22,0.96,Gangs of London,PSP,52.0,6.8
2170,The Witcher 2: Assassins of Kings,PC,2011.0,Action,Namco Bandai Games,0.25,0.56,0.0,0.15,0.96,The Witcher 2: Assassins of Kings,PC,88.0,8.4
2189,Guitar Hero: Metallica,Wii,2009.0,Misc,Activision,0.41,0.43,0.0,0.1,0.95,Guitar Hero: Metallica,Wii,85.0,7.6
2195,Wii Play: Motion,Wii,2011.0,Misc,Nintendo,0.24,0.43,0.18,0.09,0.95,Wii Play: Motion,Wii,60.0,6.4
2199,Star Fox 64 3D,3DS,2011.0,Shooter,Nintendo,0.48,0.27,0.13,0.07,0.94,Star Fox 64 3D,3DS,81.0,8.1
2204,Assassin's Creed III,PC,2012.0,Action,Ubisoft,0.28,0.53,0.0,0.13,0.94,Assassin's Creed III,PC,80.0,6.4
2206,Mario Tennis Open,3DS,2012.0,Sports,Nintendo,0.26,0.29,0.33,0.05,0.94,Mario Tennis Open,3DS,69.0,6.9
2217,Phantasy Star Portable,PSP,2008.0,Role-Playing,Sega,0.19,0.06,0.63,0.05,0.94,Phantasy Star Portable,PSP,64.0,7.7
2226,Borderlands 2,PC,2012.0,Shooter,Take-Two Interactive,0.42,0.41,0.0,0.11,0.93,Borderlands 2,PC,89.0,8.2
2230,Sonic Riders: Zero Gravity,Wii,2008.0,Racing,Sega,0.5,0.32,0.02,0.1,0.93,Sonic Riders: Zero Gravity,Wii,56.0,8.0
2232,Build-A-Bear Workshop,DS,2007.0,Simulation,Game Factory,0.85,0.01,0.0,0.07,0.93,Build-A-Bear Workshop,DS,61.0,4.7
2259,Kung Fu Panda,Wii,2008.0,Action,Activision,0.5,0.32,0.0,0.09,0.92,Kung Fu Panda,Wii,70.0,6.7
2263,Disney Magical World,3DS,2013.0,Adventure,Nintendo,0.16,0.2,0.53,0.03,0.92,Disney Magical World,3DS,71.0,7.5
2279,Harvest Moon 3D: A New Beginning,3DS,2012.0,Action,Marvelous Entertainment,0.41,0.17,0.29,0.05,0.91,Harvest Moon 3D: A New Beginning,3DS,74.0,7.7
2290,Call of Duty: World at War,DS,2008.0,Shooter,Activision,0.57,0.26,0.0,0.08,0.91,Call of Duty: World at War,DS,75.0,7.0
2303,We Ski & Snowboard,Wii,2008.0,Sports,Atari,0.38,0.29,0.15,0.08,0.9,We Ski & Snowboard,Wii,66.0,7.7
2305,TouchMaster 2,DS,2008.0,Puzzle,Midway Games,0.3,0.49,0.0,0.1,0.9,TouchMaster 2,DS,76.0,
